question,answer,times_asked
are a citizen or a permanent resident:citizen^permanent resident,,1.0
¿cuántos años de experiencia tienes con desarrollo de software,,1.0
at least 1 year experience being a full stack/back-end developer:select an option^yes^no,,1.0
experience time series data bases:select an option^yes^no,,1.0
salesforce commerce cloud,,1.0
"on a commercial, academic or open source project",,1.0
are legally eligible to work the united states:select an option^no^yes,,1.0
computer vision,,1.0
experience working data pipelines:select an option^yes^no,,1.0
"worked javascript framework, library or both:framework^library^both",,1.0
framework spring,,1.0
as backend developer,,1.0
how did hear about appian:select an option^the muse^career fair^facebook^linkedin^twitter^instagram^glassdoor^handshake^campus event^indeed^company website^appian employee^stackoverflow^fairygodboss^professional diversity network^state job board^community and diversity outreach organization^washington post^meetups^dc tech values^other,,1.0
ever been employed by this company:yes^no,,1.0
site acquisition,,1.0
experience building data entry applications xamarin.forms for both ios and android:select an option^yes^no,,1.0
query tuning,,1.0
bank:select an option^yes^no,,1.0
front-end development  have,,1.0
¿cuántos años de experiencia tienes con .net framework,,1.0
are willing to work on w2:select an option^yes^no,,1.0
payment systems,,1.0
are based est/ast time zone:select an option^yes^no,,1.0
what state currently reside in,,1.0
are familiar flash storage technologies:select an option^no^yes,,1.0
as mulesoft developer,,1.0
your adobe commerce expert certification (ad0-e709):select an option^yes^no,,1.0
vos attentes salariales annuel se situe entre 65 000$ et 75 000$:select an option^yes^no,,1.0
work authorization the united states:select an option^us citizen^ead^opt^h1b^permanent resident^green card holder,,1.0
at least 3+ years experience managing oracle databases:select an option^yes^no,,1.0
are a us citizen that is willing and able to obtaa secret clearance:select an option^yes^no,,1.0
¿puedes realizar un convenio de prácticas con tu universidad:select an option^yes^no,,1.0
are comfortable moving forward a contract role:select an option^yes^no,,1.0
at least 6 years experience java development:select an option^yes^no,,1.0
are ready to relocate to estonia:select an option^yes^no,,1.0
4 to 7 years experience as an associate/analyst on an energy trading desk or ipp:select an option^yes^no,,1.0
what gender identify as:select an option^female^male^non-binary^other^i don't wish to answer,,1.0
sims,,1.0
"experience prefect, airflow, or equivalent products:select an option^yes^no",,1.0
êtes-vous résident du québec:select an option^yes^no,,1.0
experience rest api,,1.0
developing python,,1.0
led a team junior developers,,1.0
há quantos anos você já usa jenkins no trabalho,,1.0
are currently living montreal:select an option^yes^no,,1.0
java and java based microservices (spring boot),,1.0
no years experience,,1.0
certified public accounting (cpa),,1.0
lunix,,1.0
¿cuántos años de experiencia tienes con spring framework,,1.0
react js,,1.0
your knowledge french:select an option^0  no proficiency.^1  elementary proficiency.^2  professional working proficiency.^3  native / bilingual proficiency.,,1.0
cuántos años de experiencia tienes en angular y .net,,1.0
at least 4 years overall software development experience:yes^no,,1.0
"youre not just a problem solver, but are solution oriented and look at all the options before proceeding - youre inventive and curiousyesno:yes^no",,1.0
agile,,1.0
quel est votre niveau en français:select an option^none^conversational^professional^native or bilingual,,1.0
how did hear about this position:social media^detroit labs email/newsletter subscription^detroit labs careers page^detroit labs employee^detroit labs event^colabs^linkedjobs^other job board^other,,1.0
are located romania:select an option^yes^no,,1.0
are currently canada,,1.0
web testing,,1.0
¿te importaría combinar el trabajo presencial y a distancia:sí^no,,1.0
¿cuántos años de experiencia tienes con r,,1.0
as back end python developer,,1.0
mfc,,1.0
"will now or the future require detroit labs to commence (sponsor) an immigration case order to employ (for example, h-1b or other employment-based immigration case):yes^no",,1.0
working knowledge symfony and/or magento,,1.0
how long worked a 100% remote job,,1.0
are comfortable working and developing for a linux environment:select an option^yes^no,,1.0
tienes un nivel de inglés c1+:select an option^yes^no,,1.0
¿tienes un nivel de conocimiento avanzao experto en la herramienta power bi:select an option^yes^no,,1.0
software engineering,,1.0
hands-on experience witha multi-cloud environement or gcp:select an option^yes^no,,1.0
prism:select an option^yes^no,,1.0
familiarity ros and the ros navigation stack:select an option^yes^no,,1.0
quantos de experiência você tem a trabalhar em network security engineer,,1.0
hp switches,,1.0
"experience developing transmission level connected solar, energy storage, or wind projects:select an option^yes^no",,1.0
"the compensation for this role is $130,000-140,000 annually, plus 10% performance-based bonus, commission, and company equity. does this meet your salary requirements:yes^no",,1.0
understand french:select an option^yes^no,,1.0
hispanic or latinoamerican indian or alaska native (not hispanic or latino)asian (not hispanic or latino)black or african american (not hispanic or latino)native hawaiian or other pacific islander (not hispanic or latino)two or more races (not hispanic or latino)white (not hispanic or latino)i prefer not to specify:hispanic or latino^american indian or alaska native (not hispanic or latino)^asian (not hispanic or latino)^black or african american (not hispanic or latino)^native hawaiian or other pacific islander (not hispanic or latino)^two or more races (not hispanic or latino)^white (not hispanic or latino)^i prefer not to specify,,1.0
¿cuántos años de experiencia tienes con flutter,,1.0
is your recent experience is intofreelancing and startup companies enterprise companies background 2 years or more than that enterprise companies' background less than 2 yearsenterprise companies background 2 years or more than thatothers:freelancing and startup companies enterprise companies background 2 years or more than that enterprise companies' background less than 2 years^enterprise companies background 2 years or more than that^others,,1.0
3-5 years' mainframe experience:select an option^yes^no,,1.0
where are based,,1.0
development  sql/oracle,,1.0
experience managing a team 2 or more software engineers:select an option^yes^no,,1.0
wie viele jahre erfahrung haben sie mit recherche,,1.0
"what name would like your coworkers to call you, if different from your legal name",,1.0
experience event streaming:select an option^yes^no,,1.0
a minimum 5 years experience back-end engineering:select an option^yes^no,,1.0
css animation frameworks (such as framer motion),,1.0
worked the flask (python) framework:select an option^yes^no,,1.0
unreal engine,,1.0
expected base salary cad (not including bonus) for this position:select an option^no^yes,,1.0
"developed solar, energy storage, or wind projects isone, nyso, pjm, miso, or wecc:select an option^yes^no",,1.0
pytest,,1.0
a green card or us citizenship:select an option^yes^no,,1.0
what country are located in,,1.0
experience data pipelines:select an option^yes^no,,1.0
are authorized to work the united states:select an option^no^yes,,1.0
level proficiency french:select an option^inexistant^conversationnel^professionnel^natif ou bilingue,,1.0
sybase products,,1.0
"s3 , aurora, dynamo, redis:select an option^yes^no",,1.0
adobe captivate prime,,1.0
quantos anos de experiência você tem utilizanpython,,1.0
i'm looking forfull timefull time or part timeremote opportunityrelocation to canada:full time^full time or part time^remote opportunity^relocation to canada,,1.0
require sponsorship or c2c:select an option^yes^no,,1.0
developed utility scale projects ercot or caiso markets:select an option^yes^no,,1.0
currently live the pst time zone:select an option^no^yes,,1.0
salary,,1.0
which state currently reside,,1.0
two or more years ads experience:select an option^no^yes,,1.0
combien dannées dexpérience avez-vous en tant que management de projet,,1.0
cygnet developer experience years,,1.0
efficacité opérationnelle,,1.0
how long worked splunk,,1.0
working a software house,,1.0
comment d'années d'expérience avez-vous en tant que développeur,,1.0
how would rate yourself html development on a scale 1 to 10,,1.0
ssl:select an option^yes^no,,1.0
salesforce community cloud,,1.0
can work a full time role on w2:select an option^yes^no,,1.0
when is the earliest date can start,,1.0
device drivers,,1.0
penetration testing,,1.0
applied earlier for techm roles:select an option^yes^no,,1.0
rust:select an option^yes^no,,1.0
quantos anos de experiência você tem utilizanjavascript,,1.0
briefly describe your experience typescript + angular or other frameworks.,,1.0
airflow and other workflow management platforms,,1.0
"experience c or c++, objective-c or swift, c#, java or kotlin, rust, go and javascript or typescript (where used to develop backend/api, nodejs)",,1.0
"this role is located san diego,ca. can relocate to san diego,ca after covid-19:select an option^no^yes",,1.0
experience web3:yes^no,,1.0
pyramid,,1.0
are legally entitled to work the country where this role is located:yes^no,,1.0
"full-stack engineer, which sparks your interest more, the frontend or backend",,1.0
¿cuál es su expectativa salarial,,1.0
mobile development,,1.0
salary range requirements,,1.0
"the base salary range for this position is $80,000 - $85,000 annually, commission opportunity, and company equity (issued after 3 months employment). does this meet your salary expectations",,1.0
"node.js, typescript, angular, sql server:select an option^yes^no",,1.0
react.js:select an option^0^1^2^3^4^5^6^7^8^9^+10,,1.0
"experience working technologies such as, but not limited to siem, ids/ips, network/host based firewalls, data leakage prevention (dlp):select an option^yes^no",,1.0
live honduras:select an option^yes^no,,1.0
compétences interpersonnelles,,1.0
the following license or certification amazon web services developer - associate:yes^no,,1.0
17.0,,1.0
"are willing to commute to the office frederick, md 1-2 days/week as needed:select an option^yes^no",,1.0
avez-vous 5 ans et plus d'experience en developpement .net:select an option^yes^no,,1.0
which the following best describes you:select an option^asian or pacific islander^black or african american^hispanic or latino^native american / first nations / alaska native^white or caucasian^multiracial or biracial^my race/ethnicity that is not listed here^i don't wish to answer,,1.0
are a american citizen or green card:select an option^yes^no,,1.0
at least 5+ years experience managing sql server (t-sql):select an option^yes^no,,1.0
python for application development specifically,,1.0
"cloudwatch, cloudformation, api gateway:select an option^yes^no",,1.0
"experience working aws technologies such as s3, api gateway, emr, kinesis, lambda, eks or sqs:select an option^yes^no",,1.0
"are proficient rational, mysql, postgresql, nosql:select an option^yes^no",,1.0
i identify as one or more the classifications protected veteran listed abovei am not a protected veterani prefer not to specify:i identify as one or more the classifications protected veteran listed above^i am not a protected veteran^i prefer not to specify,,1.0
what are the top 3 most important things for when joining a new role or team,,1.0
"project development experience pjm, nyiso and/or ne-iso:select an option^yes^no",,1.0
building api's,,1.0
¿cuántos años de experiencia tienes con diseño y construcción,,1.0
"kubernetes, docker, or ecs",,1.0
¿cuántos años de experiencia tienes con metodologías ágiles,,1.0
experience c#:no experience^1-2 years^3-5 years^6 years and more,,1.0
willing to work on w2:select an option^yes^no,,1.0
"strong hands-on experience python, java, and terraform:select an option^yes^no",,1.0
building financial or real estate applications,,1.0
electrical design,,1.0
nombre d'années d'expérience avec c#0-2 ans3-5 ans6 ans et plus:0-2 ans^3-5 ans^6 ans et plus,,1.0
a linkedprofile,,1.0
experience flask or fastapi:select an option^yes^no,,1.0
work authorization status for the united states,,1.0
genderfemalemaleother:female^male^other,,1.0
building databases:select an option^yes^no,,1.0
any azure certifications:select an option^yes^no,,1.0
"this position requires to work angular, are interested working angular:yes^no",,1.0
comptabilité,,1.0
human resources (hr),,1.0
¿cuántos años de experiencia tienes como full-stack developer,,1.0
produits sap,,1.0
¿tienes experiencia con el lenguaje php y/o html,,1.0
communications security,,1.0
5+ years working python developing web applications:select an option^yes^no,,1.0
at least 4 years experience angular:select an option^yes^no,,1.0
the following license or certification urnlicredential11395:yes^no,,1.0
"an expert level understanding java or other enterprise-level back-end language such as golang, c#, or c++:select an option^yes^no",,1.0
digital agency,,1.0
are legally eligible for employment the us:yes^no,,1.0
are willing to take a short practical exam to demonstrate your proficiency:select an option^yes^no,,1.0
what salary range are targeting,,1.0
swift (langage de programmation),,1.0
apache spark,,1.0
powercenter or iics,,1.0
are capable working the est timezone,,1.0
"by checking this box, will declare that read and understand the logic20/20 inc. privacy policy, and the smartrecruiters privacy policyand smartrecruiters terms use.i agree terms & conditions:i agree terms & conditions",,1.0
are legally eligible to work canada on an ongoing basis:yes^no,,1.0
object orientated languages,,1.0
"are proficient developing api strategies, and offering apis-as-a-product:select an option^yes^no",,1.0
"members visible minorities based on the definition below, are a member a visible minority:yes^no^i prefer not to say",,1.0
will be living an est state whilst working:select an option^yes^no,,1.0
"if a detroit labs team member referred you, who was it",,1.0
front-end development javascript,,1.0
"avez-vous déjà travailler avec docker, kubernetes:select an option^yes^no",,1.0
self-identify visible minority as defined by the employment equity act:select an option^yes^no^prefer not to say,,1.0
are a member the order engineers quebec:select an option^yes^no,,1.0
jd edwards,,1.0
oracle agile,,1.0
quanti anni di esperienza di lavoro hai con c++,,1.0
experience capital markets/trading domain:select an option^yes^no,,1.0
experience working at a remote company:yes^no,,1.0
ux design for 508 compliance,,1.0
writing code that uses sql and relational databases,,1.0
adobe target,,1.0
are currently represented by a 3rd party employer (i.e. looking for c2c opportunities:select an option^yes^no,,1.0
assisting customers technical support requests the microsoft 365 ecosystem,,1.0
why are interested square roots,,1.0
firewalls,,1.0
please explayour rating regarding your knowledge building quality restful apis for internal and external products.,,1.0
experience google ads advertising framework:select an option^yes^no,,1.0
writing complex queries sql and kusto,,1.0
are proficient back-end software development:select an option^yes^no,,1.0
"experience strong software development experience languages such as golang, scala, java, python, or c#:select an option^yes^no",,1.0
at least 5 years experience wind or solar development experience the us.:select an option^yes^no,,1.0
"sql, oracle, mysql, mongodb, etc.",,1.0
numeric,,1.0
are legally allowed to work for any employer quebec and canada without restrictions:select an option^yes^no,,1.0
"ps not send the default message that linkedgenerates for you. the message send should include why want to work at dappr, and why think would be a good fit for our startup.:select an option^yes^no",,1.0
good knowledge java 10+ development:select an option^yes^no,,1.0
"altman solon requires employees to work the office on a regular basis. employees will be  to show probeing fully vaccinated against covid-19 upon commencing employment. exemptions to altman solons vaccine requirement (e.g. medical condition, religious belief) will be considered on a case-by-case basis accordance applicable law.understand and are willing to comply this requirementyesno:yes^no",,1.0
a github account examples strong coding:select an option^yes^no,,1.0
problem managment:select an option^yes^no,,1.0
transport ferroviaire,,1.0
[golang],,1.0
now or the future require visa sponsorship to continue working the united states:yes^no,,1.0
veteran statusi am a protected veterani am not a protected veterani don't wish to answer:i am a protected veteran^i am not a protected veteran^i don't wish to answer,,1.0
"will now or the future require sponsorship for visa employment status (e.g., h-1b visa status):yes^no",,1.0
are located canada and legally eligible to work canada:select an option^yes^no,,1.0
analyst briefings,,1.0
are currently living the est canada/usa:select an option^yes^no,,1.0
as back end engineer,,1.0
"looking to hire a candidate who has an exp python developer sas exp. location reston, va, united states (remote) / atlanta, ga, united states (remote):select an option^yes^no",,1.0
experience linux-embedded systems for wwan connection integration and administration:select an option^yes^no,,1.0
are legally authorized to work the us without any sponsorship now or the future:select an option^yes^no,,1.0
security awareness for pci compliance including owasp top 10,,1.0
2+ years professional backend experience:select an option^yes^no,,1.0
"worked any no-code or low-code platforms such as, but not limited to airtable, softr, stacker, bubble, make and/or zapier:select an option^yes^no",,1.0
"will be able to commit to this full-time freelancing opportunity from monday - friday, 10 am - 7 pm by giving 8hrs per day full time for a minimum 3 months:select an option^yes^no",,1.0
working scrum methodology,,1.0
"developing a modern front-end framework (react preferred but angular, vue, etc)",,1.0
at least 5 years experience hands on coding:select an option^yes^no,,1.0
the following license or certification engineer:yes^no,,1.0
ever been employed by cennox or any the listed companies below:yes^no,,1.0
require visa sponsorship to work legally the us:select an option^no^yes,,1.0
.net core 6,,1.0
mechanical engineer,,1.0
desired salary range,,1.0
apply only if are a us citizen or green card holder:select an option^yes^no,,1.0
any experience leading or mentoring other developers:select an option^yes^no,,1.0
a government canada enhanced reliability security clearance:select an option^yes^no,,1.0
quel est votre niveau en fre:select an option^inexistant^conversationnel^professionnel^natif ou bilingue,,1.0
"experience techniques and applications mobile robot controls, path planning, or scheduling/optimization:select an option^yes^no",,1.0
programming react/redux or angular.js,,1.0
experience working automated form submissions tools:select an option^yes^no,,1.0
please provide an example your coding work (e.g. link to a github repo),,1.0
insurance claims,,1.0
experience building python code from scratch on the backend:select an option^yes^no,,1.0
¿cuántos años de experiencia tienes con wordpress,,1.0
"react.js, node.js, aws lambda experience:select an option^yes^no",,1.0
this is a position protected by bona fide occupational qualifications and does require lds church membership - does this apply to you:select an option^yes^no,,1.0
"sql for creating tables, writing basic queries, editing data and simple database design",,1.0
will be able to work on w2:select an option^yes^no,,1.0
optimisation,,1.0
my pronouns are:select an option^she / her^he / him^they / them^my pronouns are not an option here^i don't wish to answer,,1.0
3-5 years' opentext exstream experience:select an option^yes^no,,1.0
are comfortable sharing the passport number for submission:select an option^yes^no,,1.0
experience developing ai models for medical analysis:select an option^yes^no,,1.0
combien d'année d'expérience avez-vous en tant que développeur java,,1.0
tell us a bit more about your experience working microservices,,1.0
hebt u het volgende opleidingsniveau voltooid bachelorgraad:ja^nee,,1.0
personal information policyacknowledge/confirm:acknowledge/confirm,,1.0
are excited to work an environment where change is a constantyesno:yes^no,,1.0
been employed by appian before:select an option^no^yes,,1.0
experience computer vision,,1.0
at least 2 years professional experience at least one backend programming language (like node.js / python / php):select an option^yes^no,,1.0
the following license or certification introduction to programming python:yes^no,,1.0
python  have,,1.0
communications bilingues,,1.0
are currently located canada or the united states:yes^no,,1.0
research services,,1.0
kindly confirm worked at least 4 years full stack engineer. at this point we're looking for world-class engineers a proven track record. thanks!:select an option^no^yes,,1.0
"it is understood and agreed that any misrepresentation by me this application will be sufficient cause for cancellation this application and/or separation from the employers service if i been employed. furthermore, i understand that just as i am free to resign at any time and jobox reserves the right to terminate my employment at any time, or without cause and without prior notice. i understand that no representative jobox has the authority to make any assurances to the contrary.acknowledged:acknowledged",,1.0
aws or azure,,1.0
¿cuál es tu expectativa en cuanto a la retribución bruta anual,,1.0
"ipp, epc, energy storage integrator, battery oem, or similar",,1.0
"scripting experience python, bash, or powershell:select an option^yes^no",,1.0
require a visa transfer or sponsorship the future:select an option^yes^no,,1.0
are legally authorized to work the united states for any employer:yes^no,,1.0
5+ years java and j2ee experienceyesno:yes^no,,1.0
teradata,,1.0
android development,,1.0
quality control,,1.0
"are comfortable and equipped to commute into our wakefield, ma office for 3 days per week / working remotely 2 days per week:select an option^yes^no",,1.0
¿cuántos años de experiencia tienes con spring mvc,,1.0
¿cuántos años de experiencia tienes con ingeniería,,1.0
sales development,,1.0
électricité,,1.0
please include the total years database experience that current have.,,1.0
10.0,,1.0
sql and some dbt experience:select an option^yes^no,,1.0
commerical & industrial solar pv and energy storage experience project manager:select an option^yes^no,,1.0
erc clearance:select an option^yes^no,,1.0
6.0,,1.0
momentive is registered to hire the following states withthe united states. please choose the state would be working from.:select an option^california^colorado^connecticut^dist. columbia^florida^georgia^illinois^indiana^kansas^maine^massachusetts^maryland^michigan^minnesota^mississippi^montana^north carolina^new jersey^nevada^new york^ohio^oregon^pennsylvania^tennessee^texas^utah^virginia^washington^wisconsin^wyoming^i am not one these states but am open to relocating.^i am not one these states and am not willing to relocate.,,1.0
lamp,,1.0
professional  working scrum,,1.0
a professional level english:select an option^yes^no,,1.0
vérification et validation,,1.0
total experience working a high volume saas platforms,,1.0
"many the projects are federal government agencies. result, most our full-time staff will be asked to undergo an intensive background check investigation at some point during employment.:select an option^yes, i reviewed the requirements to pass a federal background investigation.",,1.0
hoe vaardig bent u het engels:select an option^niet^conversatie^beroepsmatig^moedertaal tweetalig,,1.0
iss,,1.0
¿cuántos años de experiencia tienes con programación orientada a objetos (poo),,1.0
wie viele jahre erfahrung haben sie mit c (programmiersprache),,1.0
senior golang developer,,1.0
live the greater boston area:select an option^yes^no,,1.0
progressive web applications (pwas),,1.0
machinery,,1.0
¿cuántos años en roles similares,,1.0
level proficiency italian:select an option^none^conversational^professional^native or bilingual,,1.0
how much  working python and django,,1.0
will now or the future require work sponsorship:yes^no,,1.0
are from gta (greater toronto area):select an option^yes^no,,1.0
how much is your expectative salary,,1.0
"data science stack (pandas, numpy, scipy), multiprocessing, data caching",,1.0
experience or knowledge angular 10:select an option^yes^no,,1.0
next js,,1.0
react js or redux,,1.0
provide an example an api designed and implemented,,1.0
11.0,,1.0
only apply if available on w2:select an option^yes^no,,1.0
fastapi,,1.0
broadcast media production and distribution,,1.0
are currently located latamerica:select an option^yes^no,,1.0
any experience mvc:select an option^yes^no,,1.0
aws cloud migration,,1.0
computer networking,,1.0
are eligible to gaa public trust clearance:select an option^yes^no,,1.0
java and spring boot:select an option^yes^no,,1.0
"previously shipped products, if so, please highlight your experience.:select an option^yes^no",,1.0
aws codepipeline,,1.0
how did hear about us,,1.0
engineering  (industry),,1.0
"large-scale implementation and utilization nosql, & sql solutions",,1.0
how many onshore wind projects successfully developed,,1.0
programmer/developer,,1.0
tech start-up experience:select an option^yes^no,,1.0
developed utility scale renewable projects ercot/ caiso markets:select an option^yes^no,,1.0
"experience celery, django, sqs and s3 on the backend:select an option^yes^no",,1.0
are located withunited states:select an option^yes^no,,1.0
explaa situation where effectively met deadlines and troubleshoot issues while handling multiple priorities and projects,,1.0
the text below contains a secret. figure out the codec and please submit the secret your application. iyevdxnyl2jpbi9lbnygchl0ag9umwokaw1wb3j0ignvzgvjcwppbxbvcnqgc3ryaw5ncm ltcg9ydcbzexmkaw1wb3j0ihrpbwukcmzyb20gy3j5chrvz3jhcgh5lmhhem1hdc5iywnr zw5kcybpbxbvcnqgzgvmyxvsdf9iywnrzw5kcmzyb20gy3j5chrvz3jhcgh5lmhhem1hdc 5wcmltaxrpdmvzlmhhc2hlcybpbxbvcnqgu0hbmqpmcm9tignyexb0b2dyyxboes5oyxpt yxquchjpbwl0axzlcy50d29mywn0b3iudg90ccbpbxbvcnqgve9uuaokck9orv9xruvlx0 lox1nfq09orfmgpsa2mdrfodawcgokzgvmigdlbmvyyxrlx3nly3jldcgpogogicagdg90 cca9ifrpvfaociagicagicaga2v5pwnvzgvjcy5lbmnvzguoc3ryaw5nlmfzy2lpx2xldh rlcnmsigvuy29kaw5npsj1dgytociplaogicagicagigxlbmd0ad04laogicagicagigfs z29yaxrobt1tseexkcksciagicagicagdgltzv9zdgvwpu9orv9xruvlx0lox1nfq09orf msciagicagicagymfja2vuzd1kzwzhdwx0x2jhy2tlbmqokswkicagickkicagihnlzwqg psbpbnqodgltzs50aw1lkckpciagicb0b2tlbia9ignvzgvjcy5kzwnvzguodg90cc5nzw 5lcmf0zshzzwvkkswgzw5jb2rpbmc9inv0zi04iikkicagihjldhvybibmint0b2tlbn0t e3nlzwr9igokcmlmif9fbmftzv9fid09icjfx21haw5fxyi6ciagicbzexmuc3rkb3v0ln dyaxrlkaogicagicagigyiugxlyxnlighlywqgdg8gahr0chm6ly9yyw1wlmnvbs9jyxjl zxjzigfuzcb1c2ugdghpcybzzwnyzxqgd2hlbiaiciagicagicagzij5b3ugyxbwbhk6ih tnzw5lcmf0zv9zzwnyzxqokx1cbiikicagickkcg==,,1.0
any experience office.js:select an option^yes^no,,1.0
"deep knowledge control systems, how engineering disciplines combine to create entire systems, and are familiar electrical engineering and sw/fw development:select an option^yes^no",,1.0
it networking,,1.0
which these technologies experience with,,1.0
há quantos anos você já usa django no trabalho,,1.0
windows server,,1.0
exposure to containers and docker:select an option^yes^no,,1.0
a computer running macos that can use for work:select an option^yes^no,,1.0
"are open to relocate to the dc, md, va area:select an option^yes^no",,1.0
what approximate pay range are seeking,,1.0
angular 10/12 or above,,1.0
are comfortable working a full time remote/work from home environment:select an option^yes^no,,1.0
¿cuántos años de experiencia tienes con aws cloud migration,,1.0
are comfortable working for w2 full-time positions:select an option^yes^no,,1.0
what technology stacks are most comfortable with,,1.0
are familiar firmware development:select an option^yes^no,,1.0
are authorized to work canada:yes^no,,1.0
"est ce que vous maitrisez les trois languages java, python et c++:select an option^yes^no",,1.0
professional (non academic) experience had each the technologies bellow (copy list to the answer box and answer the question for each item)- nodejs- mongodb- reactjs- aws- webrtc- socketio- c or c++- python- opencv- ffmpeg/gstreamer,,1.0
experience building automation framework from scratch:yes^no,,1.0
professional software engineering/ software development have,,1.0
created your own automation scripts:select an option^yes^no,,1.0
redis,,1.0
already canada:select an option^yes^no,,1.0
what made apply to omnisearch,,1.0
or django  have,,1.0
experience full-stack web engineer possess:less than 4 years^4-6 years^7-10 years^more than 10 years,,1.0
autosar,,1.0
this role is paying $75/hr on w2 ( strictly no negotiation possible beyond this ) are fine that:select an option^yes^no,,1.0
"are currently located the province quebec, canada:select an option^yes^no",,1.0
completed the following level education 900:yes^no,,1.0
reside california:select an option^yes^no,,1.0
¿has obteniel siguiente título 200:sí^no,,1.0
this position requires working on a w2 without an employer/sponsorship. are able to work independently on a w2:select an option^yes^no,,1.0
monthly salary expectation dollars (usd),,1.0
any python experience:select an option^yes^no,,1.0
are able to communicate effectively witha scrum environment:select an option^yes^no,,1.0
machine learning and nlp,,1.0
experience working javascript frameworks such as angular and/or react:select an option^yes^no,,1.0
estudias en ingles a nivel técnico:select an option^yes^no,,1.0
combien d'années d'expérience en architecture logicielle avez-vous,,1.0
python django:select an option^yes^no,,1.0
reactjs specifically next.js,,1.0
"apm monitoring applications such as new relic, datadog or dynatrace",,1.0
knowledge seo:select an option^yes^no,,1.0
professional  ruby on rails,,1.0
"experience java spring, or javascript/typescript nodejs",,1.0
negotiation,,1.0
what cloud technologies experience with,,1.0
are fully proficient french & english:select an option^yes^no,,1.0
experience you've angular framework,,1.0
require sponsorship any kind:select an option^yes^no,,1.0
framer,,1.0
¿cuántos años de experiencia tienes con kotlin,,1.0
writing sql queries and database-driven development,,1.0
3-4 years software engineering professional experience:select an option^no^yes,,1.0
currencyeurrongbpusdaud:eur^ron^gbp^usd^aud,,1.0
avez vous une maitrise de loutil datastage (préférablement 11.5) ou outil etl équivalent:select an option^yes^no,,1.0
us citizen:select an option^yes^no,,1.0
can work on a w2 without sponsorship:select an option^yes^no,,1.0
how did hear about this opportunity:select an option^a friend/ un ami^word mouth/ bouche-à-oreille^mindgeeks career page/ la section «carrières» du site web de mindgeek^social media/ médias sociaux^indeed^linkedin^external referral program/ programme dorientation externe^other/ autre,,1.0
¿cuántos años de experiencia tienes con aprendizaje automático,,1.0
"briefly describe your experience other backend platforms (node, .net, go, etc.).",,1.0
experience migrating projects to kafka platform:select an option^yes^no,,1.0
can work under w2 without sponsorship:select an option^yes^no,,1.0
salesforce vlocity,,1.0
are currently working from central or eastern us time zones:yes^no,,1.0
yearly salary expectations,,1.0
coding golang,,1.0
are ready to take a testdome test on python and sql.:select an option^yes^no,,1.0
experience jpa 2.1:select an option^yes^no,,1.0
please note - approx 25% this role will be focused on frontend development. '  frontend development,,1.0
are authorized to work the united states for keeper:yes^no,,1.0
¿cuántos años de experiencia tienes con angularjs,,1.0
compensation requirement for this role,,1.0
3-5 years' rexx experience:select an option^yes^no,,1.0
are currently living canada:yes^no,,1.0
¿cuántos años de experiencia tienes con xml,,1.0
must react js/ redux experience:select an option^yes^no,,1.0
"experience programming - golang preferred but other languages commonly used for automation (python, ruby, js):select an option^yes^no",,1.0
5+ years experience front-end developer:select an option^yes^no,,1.0
"avez vous une connaissance des outils technologiques suivant datastage 11.5, sql, oracle, db2, git, linux, control-m:select an option^yes^no",,1.0
currently live or are able to work the pst time zone:select an option^no^yes,,1.0
experience an agile or extreme programming environment:select an option^yes^no,,1.0
"are currently located, or planning to move withthe next 3 weeks, to any the following states oregon, california, washington, colorado, idaho, arizona, texas or illinois:select an option^yes^no",,1.0
experience doing full stack development have,,1.0
can please share your salary expectations,,1.0
react or angular,,1.0
itil certification or knowledge:select an option^yes^no,,1.0
quantos anos de experiência com it você tem,,1.0
"5+ years php development experience, including extensive experience one or more modern php frameworks:select an option^no^yes",,1.0
similar roles,,1.0
"linkedprofile, github, website, and/or portfolio",,1.0
used webgl a production environment,,1.0
ever worked python or interest learning about it:select an option^yes^no,,1.0
for how many the last 5 years been a us resident:select an option^1 year or less^2 years^3 years^4 years^5 years,,1.0
are a us citizen / green card holder:select an option^yes^no,,1.0
4+ years experience building web applications high-availability services and infrastructure on cloud hosted systems:yes^no,,1.0
want to work on a c2c (corp to corp) basis:select an option^yes^no,,1.0
werkt u graag een hybride omgeving:ja^nee,,1.0
how would rate your knowledge building quality restful apis for internal and external products on a scale from 1-5:1^2^3^4^5,,1.0
can speak english and understand native speakers:select an option^yes^no,,1.0
experience on machine learning architecture/architect,,1.0
"synergis cannot work on c2c for this role, can work on a w2:select an option^yes^no",,1.0
quanti anni di esperienza di lavoro hai con server microsoft sql,,1.0
azure apim,,1.0
hands on software engineering  have,,1.0
"cloud infrastructure vendors such as aws, azure or google cloud",,1.0
quantos anos de experiência você tem utilizanhtml5,,1.0
experience ui frameworks implementing custom components and features have,,1.0
adobe photoshop,,1.0
experience multithreaded programming and development asynchronous applications:select an option^yes^no,,1.0
large scale web scraping  have,,1.0
experience working the life science industry:select an option^yes^no,,1.0
expérience client,,1.0
12.0,,1.0
professional  rust,,1.0
"are an experienced professional; 2 years experience shipping consumer products regularly and graduated from an accredited university or college program, or 4 years experience shipping consumer products regularly. experience running websites production, and various data stores sql, elasticsearch, and redis. experience aws and docker is an added bonus.yesno:yes^no",,1.0
